"","id","country","location","latitude","longitude","month","year","depth","bleaching_severity","coral_family","coral_species","water_temperature"
"3001",4355,"Australia","Chinaman Reef, Far Southern Great Barrier Reef",-22,152.67,3,2006,"5-6m","Medium","","",""
"3002",4356,"Australia","Chinaman Reef, Far Southern Great Barrier Reef",-22,152.67,3,2006,"2-3m","Low","","",""
"3003",4332,"Australia","Cobourg Peninsula, Northern Territory",-11.215,132.25,3,2006,"","No Bleaching","","",""
"3004",450,"Australia","Cocos Island",-12.2134,96.8636,11,1998,"","High","","",""
"3005",7143,"Australia","Cocos Keeling",12.11,96.87,12,2007,"3","Severity Unknown","","","Air temperature 30 Deg C,  Water temp 29 Deg C"
"3006",7145,"Australia","Cocos Keeling",12.1,96.89,12,2007,"10","No Bleaching","","","Air temperature 29.5 Deg C ,  Water temp  29.4 Deg C"
"3007",6808,"Australia","Conical Rocks - Keppels",-23.18427,150.94,1,2008,"","No Bleaching","","Arcopora, Turbinaria, sinularia, faviidae",""
"3008",766,"Australia","Dampier Archipelago",-20.6333,116.65,NA,1998,"","High","Pocilloporidae, Fungiidae, Mussidae","Pocilloporids, fungids, massive corals",""
"3009",4385,"Australia","Decapolis Reef, Far Northern Great Barrier Reef",-14.85,145.27,4,2006,"2-6m","No Bleaching","","",""
"3010",6835,"Australia","Eagle Reef 18111",-19,148,11,2007,"0-5 m","Severity Unknown","","",""
"3011",4375,"Australia","Fitzroy Island, North Great Barrier Reef",-16.92,145.99,3,2006,"2-6m","No Bleaching","","",""
"3012",411,"Australia","Flinders Reef",-17.7262,148.4648,3,1998,"","No Bleaching","","",""
"3013",4353,"Australia","Gannet Cay, Far Southern Great Barrier Reef",-21.98,152.48,3,2006,"2-3m","Low","","",""
"3014",4354,"Australia","Gannet Cay, Far Southern Great Barrier Reef",-21.98,152.48,3,2006,"5-6m","Low","","",""
"3015",3904,"Australia","Garig Gunak Barlu National Park",-11.22,132.23,11,2002,"1.5-4m","High","","Acropora","27-29C"
"3016",3906,"Australia","Garig Gunak Barlu National Park",-11.22,132.23,1,2003,"1.5-4m","High","","Acropora","27-29C"
"3017",2150,"Australia","Gneering Shoals",-26.65,153.333333333333,3,1998,"15","Medium","","",""
"3018",193,"Australia","Gneering Shoals",-26.6502,153.1824,3,1998,"15m","Medium","Acroporidae, Pocillopordae","Pocillopora damicornis, stylophora pistillata","28-30"
"3019",4333,"Australia","Gove Peninsula, Northern Territory",-12.315,136.928,3,2006,"","No Bleaching","","",""
"3020",4376,"Australia","Green Island, North Great Barrier Reef",-16.77,145.98,3,2006,"2-6m","No Bleaching","","",""
"3021",4345,"Australia","Halfway Island, Far Southern Great Barrier Reef",-23.22,150.96,3,2006,"2-3m","High","","",""
"3022",4346,"Australia","Halfway Island, Far Southern Great Barrier Reef",-23.22,150.96,3,2006,"5-6m","High","","",""
"3023",6841,"Australia","Hardy Reef",-19.74,149,12,2007,"0-5 m","Severity Unknown","","Acropora,  Pocillopora, Montipora			, Porites",""
"3024",6842,"Australia","Hardy Reef",-19.74,149.2,12,2007,"0-3 m","Severity Unknown","","Acropora, Montipora",""
"3025",6844,"Australia","Hardy reef",-19.74,149.2,8,2007,"4-5 m","Severity Unknown","","Acropora, Fungiidae, Pocillopora, Seriatopora, Turbinaria","Has the site experience unusually high temperatures? No"
"3026",6846,"Australia","Hardy Reef",-19.74,149.2,12,2007,"1- 5 m","Low","","Acropora ,Fungiidae				, Pocillopora,				 Seriatopora,				 Turbinaria",""
"3027",6847,"Australia","Hardy Reef",-19.74,149.2,11,2007,"3 m","Severity Unknown","","Acropora, Faviidae  , Montipora",""
"3028",6848,"Australia","Hardy Reef",-19.74,149.2,10,2007,"2-3 m","Low",""," Acropora, montipora",""
"3029",6849,"Australia","Hardy reef",-19.74,149.2,11,2007,"0.5 - 5 m","Severity Unknown","","Acropora			 , Montipora",""
"3030",6852,"Australia","Hardy Reef",-19.74,149.2,9,2007,"4-6 m","Severity Unknown","","Acropora",""
"3031",6812,"Australia","Hardy Reef - Reefworld",-19.7,149.2,12,2007,"deep (4m)","Severity Unknown","","",""
"3032",4378,"Australia","Hastings Reef, North Great Barrier Reef",-16.5,146.03,3,2006,"2-6m","No Bleaching","","",""
"3033",4367,"Australia","Hayman Island, Southern Great Barrier Reef",-20.06,148.9,3,2006,"5-6m","No Bleaching","","",""
"3034",4368,"Australia","Hayman Island, Southern Great Barrier Reef",-20.06,148.9,3,2006,"2-3m","No Bleaching","","",""
"3035",4331,"Australia","Heron Island",-23.447,151.91,1,2006,"","Low","","",""
"3036",189,"Australia","Hibernia, Timor Sea Reefs",-11.9894,123.4121,5,1998,"","Low","","",""
"3037",4040,"Australia","Holden Pt. North, Eastern Shore, Mermaid Sound, Western Australia",-20.6008,116.7593,5,2005,"1-5m.","Low","","Acropora, Faviidae, Porites, Turbinaria",""
"3038",4042,"Australia","Holden Pt. South,Eastern Shore, Mermaid Sound, Western Australia",-20.6048,116.7575,5,2005,"1-5m.","Low","","Acropora, Faviidae, Fungiidae, Porites, Turbinaria, Lobophytum",""
"3039",4371,"Australia","John Brewer Reef, Central Great Barrier Reef",-18.62,147.08,3,2006,"2-6m","No Bleaching","","",""
"3040",4329,"Australia","Keppel Islands",-23.188,150.91,3,2006,"","High","","","29 degrees Celsius (84 Fahrenheit), the upper limit for coral."
"3041",6813,"Australia","Knuckle Reef",-19.52,149.27,12,2007,"1.5 - 2m","Severity Unknown","","acropora","Air temperature -30 deg C, Water temperature - 26deg C"
"3042",6823,"Australia","Knuckle Reef",-19.4667,149.2167,1,2008,"7m","Severity Unknown","","Acorpora, Stylophora, Montipora, Porites, Lobophytum, fungidaee, faviidae, Sarcophyon","Sea Temperature 28.5 (0-3m),  Air Temp 30 dg"
"3043",6838,"Australia","knucle reef",-19.52,149.27,12,2007,"0-2 m","Severity Unknown","","",""
"3044",4369,"Australia","Langford  Island, Southern Great Barrier Reef",-20.08,148.88,3,2006,"2-6m","No Bleaching","","",""
"3045",4386,"Australia","Linnet Reef, Far Northern Great Barrier Reef",-14.79,145.35,4,2006,"2-3m","Low","","",""
"3046",4387,"Australia","Linnet Reef, Far Northern Great Barrier Reef",-14.79,145.35,4,2006,"5-6m","No Bleaching","","",""
"3047",4392,"Australia","Lizard Island, Far Northern Great Barrier Reef",-14.69,145.47,4,2006,"5-6m","No Bleaching","","",""
"3048",4393,"Australia","Lizard Island, Far Northern Great Barrier Reef",-14.69,145.47,4,2006,"2-3m","Low","","",""
"3049",4379,"Australia","Low Isles, North Great Barrier Reef",-16.39,145.57,4,2006,"5-6m","Low","","",""
"3050",4380,"Australia","Low Isles, North Great Barrier Reef",-16.39,145.57,4,2006,"2-3m","No Bleaching","","",""
"3051",4394,"Australia","MacGillivray Reef, Far Northern Great Barrier Reef",-14.65,145.49,5,2006,"2-3m","Low","","",""
"3052",4395,"Australia","MacGillivray Reef, Far Northern Great Barrier Reef",-14.65,145.49,5,2006,"5-6m","Low","","",""
"3053",4383,"Australia","Mackay Reef, North Great Barrier Reef",-16.04,145.65,4,2006,"2-6m","No Bleaching","","",""
"3054",577,"Australia","Magnetic Island",-19.15,146.85,2,1999,"","No Bleaching","","","30.7c"
"3055",767,"Australia","Mangrove Islands, Onslow",-21.45,115.3667,NA,1998,"","High","","",""
"3056",4388,"Australia","Martin Reef, Far Northern Great Barrier Reef",-14.76,145.38,4,2006,"5-6m","Low","","",""
"3057",4389,"Australia","Martin Reef, Far Northern Great Barrier Reef",-14.76,145.38,4,2006,"2-3m","No Bleaching","","",""
"3058",6828,"Australia","Michaelmas Cay, Great Barrier",-17,146,1,2008,"3-6 m","No Bleaching","","",""
"3059",4377,"Australia","Michaelmas Reef, North Great Barrier Reef",-16.55,146.05,3,2006,"2-6m","No Bleaching","","",""
"3060",578,"Australia","Mid and Outer shelf reefs nr Cairns",-17,146,2,1999,"","No Bleaching","","",""
"3061",4349,"Australia","Middle Island, Far Southern Great Barrier Reef",-23.16,150.92,3,2006,"5-6m","High","","",""
"3062",4352,"Australia","Middle Island, Far Southern Great Barrier Reef",-23.16,150.92,3,2006,"2-3m","High","","",""
"3063",4048,"Australia","Midway between Conzine and  Withnell Bays, Eastern Shore, Mermaid Sound, Western Australia",-20.5672,116.7825,5,2005,"1-5m","Medium","","Acropora, Faviidae, Montipora, Porites, Seriatopora, Turbinaria, Lobophytum, Sarcophyton, Sinularia",""
"3064",6811,"Australia","Milln Reef : Whale/ 3 sisters",-16.77,146.26,12,2010,"","Severity Unknown","","","air temp-28.5deg C,   Water temp 0-3m -28deg,  Water temp26 deg C 5-10m."
"3065",2500,"Australia","Moreton Bay",-26.173,154.883,3,2002,"1-15m","Medium","","Stylophora pistillate, Pocillopora damicornis, Acropora spp, Massive",""
"3066",556,"Australia","Myrmidon",-18.2667,147.3667,3,1999,"","No Bleaching","","",""
"3067",171,"Australia","New South Wales",-28.4643,153.5836,3,1998,"","Medium","","",""
"3068",768,"Australia","Ningaloo",-22.2167,113.8167,NA,1998,"","No Bleaching","","",""
"3069",4396,"Australia","No Name Reef, Far Northern Great Barrier Reef",-14.63,145.65,6,2006,"2-6m","No Bleaching","","",""
"3070",4390,"Australia","North Direction, Far Northern Great Barrier Reef",-14.75,145.52,4,2006,"2-3m","Low","","",""
"3071",4391,"Australia","North Direction, Far Northern Great Barrier Reef",-14.75,145.52,4,2006,"5-6m","No Bleaching","","",""
"3072",6830,"Australia","North Keppel  (North side of Goat Point)",-23,151,12,2007,"","Severity Unknown","","Acropora",""
"3073",6832,"Australia","North Keppel Island (Eastern MNP Zone)",-23,151,12,2007,"","Severity Unknown","","",""
"3074",4347,"Australia","North Keppel, Far Southern Great Barrier Reef",-23.16,150.92,3,2006,"2-3m","High","","",""
"3075",4348,"Australia","North Keppel, Far Southern Great Barrier Reef",-23.16,150.92,3,2006,"5-6m","High","","",""
"3076",4039,"Australia","North of Dampier Cargo Wharf, Eastern Shore, Mermaid Sound, Western Australia",-20.609,116.757,5,2005,"1-3m.","Medium","","Acropora, Faviidae, Porites, Turbinaria",""
"3077",4049,"Australia","North Side Withnell Bays, Eastern Shore, Mermaid Sound, Western Australia",-20.5713,116.7802,5,2005,"","Medium","","Acropora, Faviidae, Montipora, Porites, Turbinaria, Lobophytum, Sarcophyton, Sinularia",""
"3078",4341,"Australia","One Tree Island, Far Southern Great Barrier Reef",-23.49,152.09,3,2006,"5-6m","Low","","",""
"3079",4342,"Australia","One Tree Island, Far Southern Great Barrier Reef",-23.49,152.09,3,2006,"2-3m","Low","","",""
"3080",448,"Australia","Onslow",-21.6837,114.93,11,1998,"","Low","","",""
"3081",4381,"Australia","Opal Reef, North Great Barrier Reef",-16.21,145.91,3,2006,"2-6m","No Bleaching","","",""
"3082",6850,"Australia","Osprey, North Horn",-14,146,10,2007,"90m","Severity Unknown","","Acropora			 , Pocillopora, Porities",""
"3083",6851,"Australia","Osprey, North Horn",-14,146,10,2007,"1- 5 m","Low","","Acropora",""
"3084",7144,"Australia","Pulu Keeling National Park, Cocos Keeling",11.82,96.82,12,2007,"10","No Bleaching","","","Air temperature 29.5 Deg C, water temperature 29.4 Deg C."
"3085",4373,"Australia","Rib Reef Reef, Central Great Barrier Reef",-18.47,146.88,3,2006,"2-3m","Low","","",""
"3086",4374,"Australia","Rib Reef Reef, Central Great Barrier Reef",-18.47,146.88,3,2006,"5-6m","No Bleaching","","",""
"3087",449,"Australia","Rowley Shoals",-17.2493,119.334,11,1998,"","Low","","","31C"
"3088",2142,"Australia","Scott Reef",-14.0833333333333,121.85,5,1998,"","High","","",""
"3089",186,"Australia","Scott, Timor Sea Reefs",-14.0608,121.9644,5,1998,"","High","Acroporidae, Milleporidae, Poritidae","Acropora, Millepora, Porites",""
"3090",2139,"Australia","Seringapatam Reef",-13.6666666666667,122,5,1998,"","Medium","","",""
"3091",765,"Australia","Seringapatam Reef",-13.65,122.0333,NA,1998,"","High","Acroporidae","Acropora",""
"3092",187,"Australia","Seringapatam, Timor Sea Reefs",-13.6852,122.0757,5,1998,"","Low","","",""
"3093",4050,"Australia","South of Conzine Bays, Eastern Shore, Mermaid Sound, Western Australia",-20.5617,116.7857,5,2005,"1-6m","Medium","","Acropora, Faviidae, Porites, Turbinaria, Lobophytum, Sarcophyton, Sinularia",""
"3094",4044,"Australia","South of LNG Jetty,Eastern Shore, Mermaid Sound, Western Australia",-20.5959,116.7639,5,2005,"2-7m.","Low","","Acropora, Faviidae, Fungiidae, Porites, Turbinaria, Lobophytum, Sarcophyton",""
"3095",4046,"Australia","South Side Withnell Bay,Eastern Shore, Mermaid Sound, Western Australia",-20.589,116.7748,5,2005,"1-5m","Low","","Acropora, Faviidae, Porites, Turbinaria, Lobophytum, Sinularia",""
"3096",4047,"Australia","South Side Withnell Bay,Eastern Shore, Mermaid Sound, Western Australia",-20.5713,116.7802,5,2005,"1-5m","Low","","Acropora, Faviidae, Porites, Turbinaria, Lobophytum, Sinularia",""
"3097",6804,"Australia","Square Rocks Bommie - Keppel Islands",-23,150,1,2008,"","No Bleaching","","Acropora, Pocillopora, Turbinaria,  Sinularia, Sarcophyton",""
"3098",6806,"Australia","Square Rocks North Bommie - Keppel Islands",-23,150,1,2008,"","No Bleaching","","Acropra, Pocillopora, Favidae, Montiproa, Sarcophyton",""
"3099",4382,"Australia","St Crispins Reef, North Great Barrier Reef",-16.07,145.85,3,2006,"2-6m","No Bleaching","","",""
"3100",6807,"Australia","Tabletop Reef - HW Middle - Keppel Islands",-23,150,1,2008,"","No Bleaching","","Arcopora, Turbinaria",""
"3101",6805,"Australia","Tabletop Reef - HW Middle - Keppel Islands",-23,150,1,2008,"","No Bleaching","","Arcopora, turbinaria",""
"3102",6829,"Australia","Tabletop Reef, N/W Middle Island, Great Keppel Islands National Park",-23,151,1,2008,"4-5 m","No Bleaching",""," Acropora, Turbinaria, Pocillopora, Sinularia",""
"3103",321,"Australia","Tantabiddi",-21.8546,113.9551,NA,1998,"","Low","","",""
"3104",6834,"Australia","Viper Reef 18112",-19,148,11,2007,"0-5 m","Severity Unknown","","",""
"3105",4343,"Australia","Wreck Island, Far Southern Great Barrier Reef",-23.32,151.98,3,2006,"5-6","Low","","",""
"3106",4344,"Australia","Wreck Island, Far Southern Great Barrier Reef",-23.32,151.98,3,2006,"2-3m","Low","","",""
"3107",4397,"Australia","Yonge Reef, Far Northern Great Barrier Reef",-14.57,145.62,6,2006,"2-6m","No Bleaching","","",""
"3108",3903,"Australia (North)","Ashmore",-12.169,122.833,1,2003,"","Low","","",""
"3109",7141,"Australia (West)","Christmas Island",10.43,105.67,9,2007,"8","No Bleaching","","","Air temperature 30 Deg C , Water temp 26 Deg C"
"3110",7142,"Australia (West)","Christmas Island",10.42,105.69,9,2007,"10","No Bleaching","","","Air temperature 29  Deg C, Water temp  25.5 Deg C"
"3111",7140,"Australia (West)","Christmas Island,",10.43,105.67,9,2007,"4","No Bleaching","","","Air temperature 30 Deg C , Water temp 26 Deg C"
"3112",200,"Papua New Guinea","Cape Vogel",-9.7509,150.0109,2,1998,"","Low","","",""
"3113",6751,"Papua New Guinea","Coastal reefs (including off neighbouring islands in the vicinity of the National Capital – Port Moresby, notably Manubada, Fishermans and other local islands",-9.511093,147.17895,1,2009,"15ft","High","","Hard and soft corals of a wide range of species with anemones","Was around 30+ late December early Jan"
"3114",156,"Papua New Guinea","Island of New Britain, nr Bismarck Sea ",-5.1503,150.5733,8,1998,"","Low","Acroporidae","acropora","29.5-30"
"3115",7047,"Papua New Guinea","Kaleu Island, New Ireland",-1.53,149.58,9,2009,"10","No Bleaching","","",""
"3116",7048,"Papua New Guinea","Kaleu Island, New Ireland",-1.53,149.58,9,2009,"2.5","No Bleaching","","",""
"3117",54304,"Papua New Guinea","Kaleu Island, New Ireland",-1.53,149.578888888889,NA,2009,"10","No Bleaching","","",""
"3118",54305,"Papua New Guinea","Kaleu Island, New Ireland",-1.52361111111111,149.581666666667,NA,2009,"3","Severity Unknown","","",""
"3119",54306,"Papua New Guinea","Kaleu Island, New Ireland",-1.53055555555556,149.583611111111,NA,2009,"2.5","No Bleaching","","",""
"3120",54321,"Papua New Guinea","Kavieng, New Ireland",-2.62808333333333,150.691638888889,NA,2004,"3","Severity Unknown","","","29"
"3121",54322,"Papua New Guinea","Kavieng, New Ireland",-2.62808333333333,150.691638888889,NA,2004,"13","Severity Unknown","","","29"
"3122",54323,"Papua New Guinea","Kavieng, New Ireland",-2.64630555555556,150.691638888889,NA,2004,"3","Severity Unknown","","","29"
"3123",54324,"Papua New Guinea","Kavieng, New Ireland",-2.64630555555556,150.691638888889,NA,2004,"12","Severity Unknown","","","29"
"3124",54325,"Papua New Guinea","Kavieng, New Ireland",-2.64086111111111,150.760861111111,NA,2004,"3","Severity Unknown","","","29"
"3125",54326,"Papua New Guinea","Kavieng, New Ireland",-2.64086111111111,150.760861111111,NA,2004,"15","Severity Unknown","","","29"
"3126",54300,"Papua New Guinea","Keng (Karkar Island), Madang",-4.57583333333333,145.912222222222,NA,2009,"4.5","Severity Unknown","","",""
"3127",54301,"Papua New Guinea","Keng (Karkar Island), Madang",-4.57583333333333,145.912222222222,NA,2009,"8.5","Severity Unknown","","",""
"3128",2091,"Papua New Guinea","Kimbe Bay",-5.2,150.516666666667,8,1998,"50","Medium","","",""
"3129",2613,"Papua New Guinea","Kimbe Bay",-5.235,151.023,5,1999,"","Medium","","Pocillopora, Montipora, Porites, Acropora",""
"3130",2614,"Papua New Guinea","Kimbe Bay",-5.235,151.023,9,1999,"","Low","","Pocillopora, Montipora, Porites, Acropora",""
"3131",198,"Papua New Guinea","Kimbe Bay, New Britain",-5.2592,151.0228,8,1998,"","Medium","","",""
"3132",4328,"Papua New Guinea","Lihir Island group",-3.1667,152.582,2,2006,"","Low","","",""
"3133",54295,"Papua New Guinea","Marangis Village/Karkar Island, Madang Province",-4.58805555555556,145.894444444444,NA,2008,"7.5","Severity Unknown","","","29"
"3134",54296,"Papua New Guinea","Marangis Village/Karkar Island, Madang Province",-4.59083333333333,145.895277777778,NA,2009,"2.5","Severity Unknown","","",""
"3135",54297,"Papua New Guinea","Marangis Village/Karkar Island, Madang Province",-4.59083333333333,145.895277777778,NA,2008,"6","Severity Unknown","","","29"
"3136",54298,"Papua New Guinea","Marangis Village/Karkar Island, Madang Province",-4.59083333333333,145.895277777778,NA,2009,"7","Severity Unknown","","",""
"3137",54299,"Papua New Guinea","Marangis Village/Karkar Island, Madang Province",-4.59083333333333,145.895277777778,NA,2009,"7","Severity Unknown","","",""
"3138",54302,"Papua New Guinea","Marangus (Karkar Island), Madang",-4.58638888888889,145.901666666667,NA,2009,"3.5","Severity Unknown","","",""
"3139",54303,"Papua New Guinea","Marangus (Karkar Island), Madang",-4.58638888888889,145.901666666667,NA,2009,"11","No Bleaching","","",""
"3140",7046,"Papua New Guinea","Marangus (Karkar Island), Madang",-4.59,145.9,8,2009,"11","No Bleaching","","",""
"3141",54293,"Papua New Guinea","Marangus (Karkar Island), Madang",-4.61138888888889,145.891944444444,NA,2009,"3","Severity Unknown","","",""
"3142",54294,"Papua New Guinea","Marangus (Karkar Island), Madang",-4.61138888888889,145.891944444444,NA,2009,"9","Severity Unknown","","",""
"3143",2029,"Papua New Guinea","Motupore",-9.6,147.216666666667,NA,1996,"","Low","","",""
"3144",54333,"Papua New Guinea","Nago Island, New Ireland",-2.59666666666667,150.766944444444,NA,2009,"3","Severity Unknown","","",""
"3145",54334,"Papua New Guinea","Nago Island, New Ireland",-2.59666666666667,150.766944444444,NA,2009,"6.5","Severity Unknown","","",""
"3146",54335,"Papua New Guinea","Nago Island, New Ireland",-2.59666666666667,150.766944444444,NA,2008,"10","Severity Unknown","","","30"
"3147",54327,"Papua New Guinea","Nago Island, New Ireland",-2.60583333333333,150.764722222222,NA,2008,"6","Severity Unknown","","","30"
"3148",54328,"Papua New Guinea","Nago Island, New Ireland",-2.60555555555556,150.765277777778,NA,2008,"3","Severity Unknown","","","30"
"3149",54329,"Papua New Guinea","Nago Island, New Ireland",-2.5975,150.766666666667,NA,2009,"3.5","Severity Unknown","","",""
"3150",54330,"Papua New Guinea","Nago Island, New Ireland",-2.5975,150.766666666667,NA,2009,"10","Severity Unknown","","",""
"3151",98,"Papua New Guinea","NE of Kimbe Bay. Island of New Britain (PNG)",-4.9025,151.062,8,1998,"165 ft","Medium","Acroporidae, Poritidae, Faviidae, Fungiidae","Acropora, porites, platygyra, montipora, gonopora, sinularia, montastrea, alveopora, fungia","31-31.5"
"3152",2047,"Papua New Guinea","New Ireland",-2.68333333333333,150.566666666667,3,1996,"0 - 25","High","","",""
"3153",54317,"Papua New Guinea","Nonovaul Island, New Ireland",-2.67083333333333,150.628888888889,NA,2008,"3","Severity Unknown","","","32"
"3154",54318,"Papua New Guinea","Nonovaul Island, New Ireland",-2.67083333333333,150.628888888889,NA,2009,"3","Severity Unknown","","",""
"3155",54319,"Papua New Guinea","Nonovaul Island, New Ireland",-2.68388888888889,150.641388888889,NA,2009,"3","Severity Unknown","","",""
"3156",54320,"Papua New Guinea","Nonovaul Island, New Ireland",-2.68388888888889,150.641388888889,NA,2008,"4","Severity Unknown","","","30"
"3157",1841,"Papua New Guinea","Normanby ( Duau )",-10.1166666666667,151.133333333333,3,1998,"","High","","",""
"3158",199,"Papua New Guinea","Normanby Island",-10.1768,151.1928,2,1998,"","Low","","",""
"3159",54336,"Papua New Guinea","Nusa Island, New Ireland",-2.56916666666667,150.776111111111,NA,2008,"4","Severity Unknown","","","31"
"3160",54337,"Papua New Guinea","Nusa Island, New Ireland",-2.56916666666667,150.776111111111,NA,2009,"4","Severity Unknown","","",""
"3161",54331,"Papua New Guinea","Nusa Lik Island, New Ireland",-2.57944444444444,150.771666666667,NA,2008,"3","Severity Unknown","","","32"
"3162",54332,"Papua New Guinea","Nusa Lik Island, New Ireland",-2.57944444444444,150.771666666667,NA,2009,"4.5","Severity Unknown","","",""
"3163",49,"Papua New Guinea","Papua New Guinea",-9.7357,147.3975,5,1998,"","Low","","",""
"3164",575,"Papua New Guinea","Port Moresby",-9.4833,147.1833,4,1999,"10m","High","","","28.5 - 31c"
"3165",416,"Papua New Guinea","Reefs to north of Fergusson Islands",-9.2056,150.5861,3,1998,"","No Bleaching","","",""
"3166",415,"Papua New Guinea","Reefs to north of Normanby Islands",-9.924,151.0555,3,1998,"","No Bleaching","","",""
"3167",2612,"Papua New Guinea","Tamane Puli Marine Reserve, Kimbe Bay",-5.235,151.023,4,1999,"6-20m","Low","","",""
"3168",201,"Papua New Guinea","Tufi",-9.1352,149.3407,2,1998,"","Low","","",""
"3169",54307,"Papua New Guinea","Ungat, New Hanover",-2.67258333333333,150.246611111111,NA,2004,"3","Severity Unknown","","","29"
"3170",54308,"Papua New Guinea","Ungat, New Hanover",-2.67258333333333,150.246611111111,NA,2004,"15","Severity Unknown","","","29"
"3171",54309,"Papua New Guinea","Ungat, New Hanover",-2.66966666666667,150.254138888889,NA,2004,"3","Severity Unknown","","","29"
"3172",54310,"Papua New Guinea","Ungat, New Hanover",-2.66966666666667,150.254138888889,NA,2004,"15","Severity Unknown","","","29"
"3173",54311,"Papua New Guinea","Ungat, New Hanover",-2.67291666666667,150.304361111111,NA,2004,"3","Severity Unknown","","","29"
"3174",54312,"Papua New Guinea","Ungat, New Hanover",-2.67291666666667,150.304361111111,NA,2004,"15","Severity Unknown","","","29"
"3175",54313,"Papua New Guinea","Ungat, New Hanover",-2.67661111111111,150.305416666667,NA,2004,"3","Severity Unknown","","","29"
"3176",54314,"Papua New Guinea","Ungat, New Hanover",-2.67661111111111,150.305416666667,NA,2004,"15","Severity Unknown","","","29"
"3177",54315,"Papua New Guinea","Ungat, New Hanover",-2.67986111111111,150.310805555556,NA,2004,"3","Severity Unknown","","","29"
"3178",54316,"Papua New Guinea","Ungat, New Hanover",-2.67986111111111,150.310805555556,NA,2004,"15","Severity Unknown","","","29"
"3179",2611,"Papua New Guinea","Woodlark Island, Milne Bay",-10.3,150.416,1,2000,"2-5m","Medium","","",""
"3180",2674,"Torres Strait & Great Barrier Reef","",-19.7096,147.7503,3,2002,"","High","","",""
"3181",2947,"Torres Strait & Great Barrier Reef","(Big) Broadhurst Reef (No 2)",-18.9103,147.745,3,2002,"","Medium","","",""
"3182",1787,"Torres Strait & Great Barrier Reef","Acheron Is, north",-18.96535,146.62979,4,1998,"","High","","",""
"3183",829,"Torres Strait & Great Barrier Reef","Acheron Is, north",-18.96535,146.62979,4,1998,"","High","","",""
"3184",830,"Torres Strait & Great Barrier Reef","Acheron Is, south",-18.96535,146.62979,4,1998,"","High","","",""
"3185",1788,"Torres Strait & Great Barrier Reef","Acheron Is, south",-18.96535,146.62979,4,1998,"","High","","",""
"3186",2936,"Torres Strait & Great Barrier Reef","Acheron Reef",-18.9638,146.6309,3,2002,"","Low","","",""
"3187",2897,"Torres Strait & Great Barrier Reef","Adelaide Reef",-17.6554,146.4662,3,2002,"","Medium","","",""
"3188",1494,"Torres Strait & Great Barrier Reef","Adelaide Rf",-17.65686,146.46512,4,1998,"","Medium","","",""
"3189",925,"Torres Strait & Great Barrier Reef","Adelaide Rf",-17.65686,146.46512,4,1998,"","Medium","","",""
"3190",2177,"Torres Strait & Great Barrier Reef","Agincourt Reef No.1",-16.0504,145.8623,NA,1994,"","No Bleaching","","",""
"3191",2175,"Torres Strait & Great Barrier Reef","Agincourt Reef No.2",-16.0236,145.8477,NA,1987,"","Severity Unknown","","",""
"3192",2174,"Torres Strait & Great Barrier Reef","Agincourt Reef No.4",-15.9508,145.8168,NA,1992,"","Severity Unknown","","",""
"3193",2176,"Torres Strait & Great Barrier Reef","Agincourt Reefs No.3",-15.9937,145.8295,NA,1994,"","No Bleaching","","",""
"3194",1465,"Torres Strait & Great Barrier Reef","Alexandra Rf",-16.54751,145.49748,4,1998,"","High","","",""
"3195",896,"Torres Strait & Great Barrier Reef","Alexandra Rf",-16.54751,145.49748,4,1998,"","High","","",""
"3196",3079,"Torres Strait & Great Barrier Reef","Allonby Reef",-20.7502,149.159,3,2002,"","High","","",""
"3197",2004,"Torres Strait & Great Barrier Reef","Anchorsmith Is",-20.61667,149.06667,4,1998,"","High","","",""
"3198",2172,"Torres Strait & Great Barrier Reef","Andersen Reef",-15.7936,145.796,NA,1994,"","No Bleaching","","",""
"3199",2854,"Torres Strait & Great Barrier Reef","Andersen Reef",-15.7921,145.7971,3,2002,"","Low","","",""
"3200",3043,"Torres Strait & Great Barrier Reef","Anne Island Reef",-20.4182,149.0172,3,2002,"","High","","",""
"3201",2729,"Torres Strait & Great Barrier Reef","Ape Reef",-12.7125,143.6068,3,2002,"","No Bleaching","","",""
"3202",2000,"Torres Strait & Great Barrier Reef","Ape Rf",-12.71394,143.60574,4,1998,"","Medium","","",""
"3203",1962,"Torres Strait & Great Barrier Reef","Aplin Islet",-11.18201,143.02914,4,1998,"","Medium","","",""
"3204",2938,"Torres Strait & Great Barrier Reef","Arc Reef",-18.4999,147.4445,3,2002,"","Low","","",""
"3205",2397,"Torres Strait & Great Barrier Reef","Arlington Reef",-16.7012,146.0509,NA,1994,"","No Bleaching","","",""
"3206",1473,"Torres Strait & Great Barrier Reef","Arlington Rf, SW side",-16.70117,146.05092,4,1998,"","Medium","","",""
"3207",904,"Torres Strait & Great Barrier Reef","Arlington Rf, SW side",-16.70117,146.05092,4,1998,"","Medium","","",""
"3208",903,"Torres Strait & Great Barrier Reef","Arlington Rf,SE and S side",-16.70117,146.05092,4,1998,"","Low","","",""
"3209",1472,"Torres Strait & Great Barrier Reef","Arlington Rf,SE and S side",-16.70117,146.05092,4,1998,"","Low","","",""
"3210",1616,"Torres Strait & Great Barrier Reef","Armit Is, north",-20.11031,148.652,4,1998,"","High","","",""
